"recno","Observer","Location","Desg","Month","Day","Year","m1","diam","dc","pa","scope","comments","jd","url"
"1102","P. Clay Sherrod","ASO - Petit Jean H41","C/2000 SV74 (LINEAR)","6","22.20","2003","16.4","14""","3/9","irreg.","0.41m SCT/ccd....","Coma is irregular and very vague, no central condensation","2452812.7000",""
"1103","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 F1 (LINEAR)","6","22.21","2003","17.2","9""","6/9","elongated","0.41m SCT/ccd....","Coma is nebulous, yet tiny, with definite elongation appearing in SW-NE orientation; comet is moving rapidly WNW in consequtive images","2452812.7100",""
"1111","P. Clay Sherrod","ASO - Petit Jean H41","C/2000 SV74 (LINEAR)","6","23.15","2003","16.9","14""","3/9","none","0.41m SCT/ccd....","Coma seemingly having irregular perimeter with very little central conds.","2452813.6500",""
"1112","P. Clay Sherrod","ASO - Petit Jean H41","C/1999 U4 - Catalina-Skiff","6","23.14","2003","17.6","10""","7/9","none","0.41m SCT/ccd....","","2452813.6400",""
"1114","P. Clay Sherrod","ASO - Petit Jean H41","53P Van Biesbroeck","6","23.26","2003","14.4","16""","8/9","none","0.41m SCT/ccd....","Incredibly bright and compact coma only; no tail detected; interesting that the nucleus (*m2=15.6ccd) comprises such a large portion of the overall size and magnitude of this very concentrated comet","2452813.7600",""
"1116","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 F1 (LINEAR)","6","23.15","2003","17.3","10""","7/9","none","0.41m SCT/ccd....","Compact and nearly star-like; very small","2452813.6500",""
"1122","P. Clay Sherrod","ASO - Petit Jean H41","58P Jackson-Neujmin","6","23.29","2003","19.8 m2","13""","2/9","n/a","0.41m SCT/ccd....","Possible comet, being a very diffuse and open patch very close to predicted position; no condensation imaged, only a very open and diffuse area","2452813.7900",""
"1124","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 H3 (NEAT)","6","23.32","2003","15.9","14""","6/9","none","0.41m SCT/ccd....","Slightly diffuse; easy target among very dense star field","2452813.8200",""
"1138","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 F1 (LINEAR)","6","24.35","2003","17.3","9""","4/9","none","0.41m SCT/ccd....","Comet is virtually unchanged and appears to be quite consistent over time; fairly nebulous yet easy target","2452814.8500",""
"1145","P. Clay Sherrod","ASO - Petit Jean H41","53P Van Biesbroeck","6","25.26","2003","14.6","18""","7/9","~107","0.41m SCT/ccd....","A possible short extension (tail?) in PA 107; comet is highly compressed as in past, but appears to becoming perhaps less compact with somewhat of a nucleus becoming better differentiated from the central coma","2452815.7600",""
"1146","P. Clay Sherrod","ASO - Petit Jean H41","C/2000 SV74 (LINEAR)","6","25.14","2003","15.7","18""","4/9","irreg.","0.41m SCT/ccd....","Comet is very large and open with irregular perimeter; noticeably brighter than during last obs.; some degree of concentration in coma, but mostly open and diffuse","2452815.6400",""
"1147","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 H1 (LINEAR)","6","25.28","2003","15.9","14""","6/9","n/a","0.41m SCT/ccd....","Comet is in appulse with star of nearly same mag. and tail/diameter measurements are impaired; unchanged since last obs.","2452815.7800",""
"1148","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 F1 (LINEAR)","6","25.30","2003","17.3","8""","8/9","none","0.41m SCT/ccd....","No change; comet is very small and faint, star-like with no nebulosity","2452815.8000",""
"1150","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 H3 (NEAT)","6","25.33","2003","16.0","11""","4/9","none","0.41m SCT/ccd....","Comet is very open and nebulous with no central brightening; pretty evenly distributed across small coma","2452815.8300",""
"1151","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 L2 (LINEAR)","6","25.35","2003","18.3","8""","5/9","none","0.41m SCT/ccd....","Very small; near threshold in very deep skies; distinctly nebulous on ccd images in contrast with nearby star images","2452815.8500",""
